task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
392	27/440ae0	163798	SUSIE_FINE_MAPPING (391)	COMPLETED	0	2022-01-12 15:19:01.222	5m 16s	5m 4s	94.5%	1.9 GB	2.2 GB	76.1 MB	8.1 KB
552	a6/df6e5d	164062	SUSIE_FINE_MAPPING (551)	COMPLETED	0	2022-01-12 15:21:01.915	3m 15s	3m 4s	92.7%	1 GB	1.4 GB	43.9 MB	8.6 KB
613	8b/c89ed1	164221	SUSIE_FINE_MAPPING (612)	COMPLETED	0	2022-01-12 15:22:17.105	2m	1m 45s	64.0%	636.7 MB	959 MB	45.2 MB	7.9 KB
663	65/d2035c	164423	SUSIE_FINE_MAPPING (662)	COMPLETED	0	2022-01-12 15:23:17.259	59.8s	43.7s	77.9%	1.3 GB	1.7 GB	55.6 MB	6.3 KB
664	0f/64f115	164440	SUSIE_FINE_MAPPING (663)	COMPLETED	0	2022-01-12 15:23:22.240	54.9s	35.8s	56.7%	1 GB	1.3 GB	48 MB	15.3 KB
516	bc/72d0c6	163988	SUSIE_FINE_MAPPING (515)	COMPLETED	0	2022-01-12 15:20:38.484	3m 43s	2m 43s	90.0%	605.9 MB	928.2 MB	33.3 MB	6.7 KB
677	c7/551028	164530	SUSIE_FINE_MAPPING (676)	COMPLETED	0	2022-01-12 15:23:53.817	30.7s	18.4s	70.8%	686.9 MB	1006.4 MB	37.9 MB	6.3 KB
620	40/6ad727	164238	SUSIE_FINE_MAPPING (619)	COMPLETED	0	2022-01-12 15:22:25.050	2m 2s	1m 17s	51.9%	1.7 GB	2.1 GB	77.2 MB	6.3 KB
671	80/86f850	164496	SUSIE_FINE_MAPPING (670)	COMPLETED	0	2022-01-12 15:23:37.130	49.8s	29.2s	62.9%	751 MB	945.5 MB	52.3 MB	6.3 KB
672	97/bf9b3d	164498	SUSIE_FINE_MAPPING (671)	COMPLETED	0	2022-01-12 15:23:37.528	49.5s	27.6s	61.4%	633 MB	963.2 MB	41.8 MB	7.4 KB
647	25/2b1f63	164307	SUSIE_FINE_MAPPING (646)	COMPLETED	0	2022-01-12 15:22:52.275	1m 40s	51s	11.2%	215.9 MB	407.3 MB	28.3 MB	6.3 KB
650	53/b17671	164311	SUSIE_FINE_MAPPING (649)	COMPLETED	0	2022-01-12 15:22:52.924	1m 39s	50.9s	11.8%	417.8 MB	737.6 MB	28.3 MB	13.5 KB
652	4b/e9340b	164341	SUSIE_FINE_MAPPING (651)	COMPLETED	0	2022-01-12 15:22:57.833	1m 34s	43.5s	11.9%	275.4 MB	467.6 MB	27.8 MB	6.3 KB
655	26/48176b	164361	SUSIE_FINE_MAPPING (654)	COMPLETED	0	2022-01-12 15:23:02.379	1m 30s	42.9s	10.8%	284.6 MB	476.8 MB	25.1 MB	6.3 KB
656	38/398973	164398	SUSIE_FINE_MAPPING (655)	COMPLETED	0	2022-01-12 15:23:11.945	1m 21s	38s	46.5%	284.3 MB	572.8 MB	25.1 MB	6.3 KB
676	01/acecca	164526	SUSIE_FINE_MAPPING (675)	COMPLETED	0	2022-01-12 15:23:53.326	39.3s	23.5s	43.4%	534 MB	856.4 MB	31.2 MB	12.4 KB
679	15/86d9ea	164533	SUSIE_FINE_MAPPING (678)	COMPLETED	0	2022-01-12 15:23:55.475	37.3s	22s	34.2%	519.3 MB	841.7 MB	33.4 MB	7.5 KB
680	2e/74f479	164534	SUSIE_FINE_MAPPING (679)	COMPLETED	0	2022-01-12 15:23:55.688	37.2s	22.4s	41.9%	619.7 MB	871.4 MB	40.9 MB	8.4 KB
683	34/6e30fa	164539	SUSIE_FINE_MAPPING (682)	COMPLETED	0	2022-01-12 15:23:57.614	35.4s	21.6s	43.6%	737 MB	1 GB	40.4 MB	6.2 KB
651	5b/1b9782	164336	SUSIE_FINE_MAPPING (650)	COMPLETED	0	2022-01-12 15:22:57.561	1m 39s	47.7s	19.9%	412 MB	731.9 MB	28.1 MB	9.7 KB
653	a9/426909	164344	SUSIE_FINE_MAPPING (652)	COMPLETED	0	2022-01-12 15:22:58.254	1m 39s	49s	21.3%	679.2 MB	1008.6 MB	44.9 MB	6.3 KB
654	f8/add5c7	164359	SUSIE_FINE_MAPPING (653)	COMPLETED	0	2022-01-12 15:23:02.164	1m 35s	48.2s	16.5%	216.3 MB	407.4 MB	38.3 MB	6.3 KB
675	1e/21a323	164521	SUSIE_FINE_MAPPING (674)	COMPLETED	0	2022-01-12 15:23:47.323	49.8s	27.4s	44.1%	1.3 GB	1.6 GB	57.8 MB	6.3 KB
681	7d/44c00b	164535	SUSIE_FINE_MAPPING (680)	COMPLETED	0	2022-01-12 15:23:56.527	40.6s	23.8s	47.2%	567.9 MB	820.6 MB	42.5 MB	6.7 KB
682	07/002562	164536	SUSIE_FINE_MAPPING (681)	COMPLETED	0	2022-01-12 15:23:56.758	40.4s	23.4s	46.0%	642.3 MB	836.9 MB	43.1 MB	6.3 KB
648	69/e1a1d3	164304	SUSIE_FINE_MAPPING (647)	COMPLETED	0	2022-01-12 15:22:51.995	1m 50s	59.4s	21.9%	646.5 MB	839.8 MB	44.2 MB	6.3 KB
691	08/a8112d	164553	SUSIE_FINE_MAPPING (690)	COMPLETED	0	2022-01-12 15:24:07.992	34.5s	14.7s	40.1%	402.5 MB	722.1 MB	26.5 MB	6.3 KB
700	2d/a83774	164570	SUSIE_FINE_MAPPING (699)	COMPLETED	0	2022-01-12 15:24:18.767	28.1s	20.3s	71.8%	889.6 MB	1.2 GB	49.1 MB	6.3 KB
704	76/7cac9a	164578	SUSIE_FINE_MAPPING (703)	COMPLETED	0	2022-01-12 15:24:26.735	20.3s	7.7s	64.1%	535.9 MB	855.5 MB	30.8 MB	7.4 KB
674	ef/bd891c	164522	SUSIE_FINE_MAPPING (673)	COMPLETED	0	2022-01-12 15:23:47.587	1m 4s	41.4s	66.5%	920.3 MB	1.2 GB	41.6 MB	9.6 KB
707	39/b88467	164584	SUSIE_FINE_MAPPING (706)	COMPLETED	0	2022-01-12 15:24:28.236	23.8s	14.8s	43.9%	682.8 MB	1005.3 MB	40.6 MB	6.3 KB
689	6d/72f378	164549	SUSIE_FINE_MAPPING (688)	COMPLETED	0	2022-01-12 15:24:07.029	49.8s	30.4s	66.3%	621.7 MB	943.1 MB	43.8 MB	7.2 KB
694	dc/ebd022	164561	SUSIE_FINE_MAPPING (693)	COMPLETED	0	2022-01-12 15:24:12.115	44.7s	26.2s	47.3%	591.9 MB	783.2 MB	41.1 MB	6.3 KB
701	42/37f5b4	164573	SUSIE_FINE_MAPPING (700)	COMPLETED	0	2022-01-12 15:24:19.079	37.9s	23.7s	50.9%	810 MB	1.1 GB	54.4 MB	6.7 KB
706	87/c66b28	164580	SUSIE_FINE_MAPPING (705)	COMPLETED	0	2022-01-12 15:24:27.989	29s	12.5s	61.1%	720.4 MB	1 GB	40.2 MB	6.3 KB
711	92/ecaaa5	164594	SUSIE_FINE_MAPPING (710)	COMPLETED	0	2022-01-12 15:24:33.154	23.9s	13.2s	64.9%	801.6 MB	1.1 GB	42.7 MB	6.3 KB
714	6b/4359d2	164602	SUSIE_FINE_MAPPING (713)	COMPLETED	0	2022-01-12 15:24:35.658	21.5s	12.9s	50.9%	402.2 MB	720.7 MB	26.5 MB	8.2 KB
698	0d/2b9bf7	164568	SUSIE_FINE_MAPPING (697)	COMPLETED	0	2022-01-12 15:24:17.872	44.3s	22.7s	46.9%	873.9 MB	1.2 GB	57.5 MB	6.6 KB
708	96/fdc23e	164591	SUSIE_FINE_MAPPING (707)	COMPLETED	0	2022-01-12 15:24:32.172	30.3s	13.9s	44.6%	287.3 MB	480.3 MB	24.7 MB	6.7 KB
709	d1/626642	164592	SUSIE_FINE_MAPPING (708)	COMPLETED	0	2022-01-12 15:24:32.907	29.8s	11.7s	63.6%	646.6 MB	864.1 MB	44 MB	6.3 KB
713	db/40e4aa	164601	SUSIE_FINE_MAPPING (712)	COMPLETED	0	2022-01-12 15:24:35.452	27.3s	11.5s	57.8%	440.5 MB	759.9 MB	29 MB	6.3 KB
695	21/08e882	164562	SUSIE_FINE_MAPPING (694)	COMPLETED	0	2022-01-12 15:24:12.859	54.1s	34.1s	29.5%	357 MB	675.5 MB	26.9 MB	6.3 KB
702	22/543054	164576	SUSIE_FINE_MAPPING (701)	COMPLETED	0	2022-01-12 15:24:21.984	45.3s	22s	41.5%	569 MB	849.5 MB	40.6 MB	6.3 KB
715	52/5a6f8d	164603	SUSIE_FINE_MAPPING (714)	COMPLETED	0	2022-01-12 15:24:36.552	31s	14s	44.8%	434.6 MB	756 MB	30.6 MB	6.9 KB
718	f8/2999fa	164608	SUSIE_FINE_MAPPING (717)	COMPLETED	0	2022-01-12 15:24:38.211	29.6s	16.1s	53.8%	537.2 MB	859 MB	35.9 MB	13 KB
396	95/09515c	163802	SUSIE_FINE_MAPPING (395)	COMPLETED	0	2022-01-12 15:19:03.160	6m 9s	5m 52s	88.0%	1.9 GB	2.2 GB	52.6 MB	7.4 KB
616	61/31d538	164229	SUSIE_FINE_MAPPING (615)	COMPLETED	0	2022-01-12 15:22:22.407	2m 50s	1m 4s	42.0%	680.9 MB	1020.4 MB	37.2 MB	6.5 KB
688	5e/e5ecb4	164550	SUSIE_FINE_MAPPING (687)	COMPLETED	0	2022-01-12 15:24:07.176	1m 5s	38.9s	58.5%	619.4 MB	941.5 MB	34.6 MB	6.2 KB
693	7e/8aa100	164558	SUSIE_FINE_MAPPING (692)	COMPLETED	0	2022-01-12 15:24:10.481	1m 2s	39.4s	37.6%	670.3 MB	998.4 MB	47.3 MB	6.3 KB
696	9c/406188	164564	SUSIE_FINE_MAPPING (695)	COMPLETED	0	2022-01-12 15:24:13.738	59.1s	36.5s	34.8%	647 MB	837.8 MB	43.5 MB	6.1 KB
703	bc/66cfc3	164575	SUSIE_FINE_MAPPING (702)	COMPLETED	0	2022-01-12 15:24:20.395	52.5s	24.8s	47.5%	812.6 MB	1003.8 MB	58.2 MB	6.3 KB
466	2c/c7f4d9	163890	SUSIE_FINE_MAPPING (465)	COMPLETED	0	2022-01-12 15:19:56.796	5m 20s	4m 45s	85.2%	1.2 GB	1.5 GB	43 MB	7 KB
687	b9/1da537	164542	SUSIE_FINE_MAPPING (686)	COMPLETED	0	2022-01-12 15:24:02.287	1m 15s	49.9s	59.9%	626.5 MB	948.7 MB	38.6 MB	9.3 KB
736	46/97e073	164643	SUSIE_FINE_MAPPING (735)	COMPLETED	0	2022-01-12 15:25:03.168	14.4s	6.8s	69.4%	389.4 MB	581.2 MB	30.8 MB	6.3 KB
717	58/5779f9	164605	SUSIE_FINE_MAPPING (716)	COMPLETED	0	2022-01-12 15:24:37.407	44.5s	18.3s	45.6%	373.5 MB	693.4 MB	27.1 MB	6.3 KB
726	f7/94e6c2	164623	SUSIE_FINE_MAPPING (725)	COMPLETED	0	2022-01-12 15:24:47.671	34.3s	24.5s	66.0%	771.1 MB	1.1 GB	53.8 MB	6.3 KB
728	88/e9b09b	164634	SUSIE_FINE_MAPPING (727)	COMPLETED	0	2022-01-12 15:24:57.140	24.9s	15.5s	64.7%	720.8 MB	1 GB	45.8 MB	6.3 KB
733	b7/bb4062	164639	SUSIE_FINE_MAPPING (732)	COMPLETED	0	2022-01-12 15:24:58.699	23.4s	11.5s	56.7%	630.4 MB	952.8 MB	37.3 MB	6.3 KB
511	d6/89e771	163977	SUSIE_FINE_MAPPING (510)	COMPLETED	0	2022-01-12 15:20:31.404	4m 55s	4m 18s	79.6%	1.3 GB	1.6 GB	54.2 MB	7.2 KB
723	80/195eaf	164614	SUSIE_FINE_MAPPING (722)	COMPLETED	0	2022-01-12 15:24:40.676	46.3s	24.5s	56.3%	1 GB	1.2 GB	61.7 MB	6.3 KB
394	6c/a80adb	163800	SUSIE_FINE_MAPPING (393)	COMPLETED	0	2022-01-12 15:19:02.613	6m 29s	6m 13s	85.4%	1.2 GB	1.5 GB	59.3 MB	6.5 KB
643	3d/8c24da	164289	SUSIE_FINE_MAPPING (642)	COMPLETED	0	2022-01-12 15:22:48.897	2m 43s	2m 32s	86.9%	986.9 MB	1.3 GB	39.1 MB	14.4 KB
720	f6/664887	164612	SUSIE_FINE_MAPPING (719)	COMPLETED	0	2022-01-12 15:24:39.340	52.9s	29.3s	53.1%	1.1 GB	1.4 GB	49.6 MB	6.3 KB
737	e4/6309e5	164645	SUSIE_FINE_MAPPING (736)	COMPLETED	0	2022-01-12 15:25:03.969	28.5s	16.2s	73.9%	832 MB	1.2 GB	51.4 MB	6.3 KB
730	47/09a74f	164635	SUSIE_FINE_MAPPING (729)	COMPLETED	0	2022-01-12 15:24:57.353	39.7s	24.9s	43.1%	732.5 MB	923.5 MB	51 MB	6.3 KB
731	d4/173999	164636	SUSIE_FINE_MAPPING (730)	COMPLETED	0	2022-01-12 15:24:58.253	38.9s	29.2s	79.1%	1.1 GB	1.4 GB	56 MB	6.9 KB
750	65/96d4f3	164675	SUSIE_FINE_MAPPING (749)	COMPLETED	0	2022-01-12 15:25:18.634	18.8s	10.1s	69.5%	795.6 MB	1.1 GB	45.1 MB	6.3 KB
739	56/cbde32	164648	SUSIE_FINE_MAPPING (738)	COMPLETED	0	2022-01-12 15:25:04.285	37.5s	17.5s	43.4%	595.1 MB	916.9 MB	38 MB	6.3 KB
743	e3/8d3392	164659	SUSIE_FINE_MAPPING (742)	COMPLETED	0	2022-01-12 15:25:08.773	33.1s	12.1s	74.1%	772.3 MB	1.1 GB	44.9 MB	6.3 KB
719	6a/b778f5	164606	SUSIE_FINE_MAPPING (718)	COMPLETED	0	2022-01-12 15:24:37.803	1m 9s	41.7s	53.6%	1.3 GB	1.5 GB	78.7 MB	6.3 KB
738	f1/9fbe39	164651	SUSIE_FINE_MAPPING (737)	COMPLETED	0	2022-01-12 15:25:07.365	39.6s	25.7s	58.7%	1.2 GB	1.4 GB	79.4 MB	6.3 KB
752	f4/802d20	164682	SUSIE_FINE_MAPPING (751)	COMPLETED	0	2022-01-12 15:25:22.474	24.6s	12.4s	60.8%	640.5 MB	902.5 MB	48 MB	6.1 KB
574	ee/a9870e	164121	SUSIE_FINE_MAPPING (573)	COMPLETED	0	2022-01-12 15:21:28.433	4m 23s	1m 58s	8.4%	448 MB	642 MB	51.1 MB	6.3 KB
710	ae/42085a	164599	SUSIE_FINE_MAPPING (709)	COMPLETED	0	2022-01-12 15:24:34.117	1m 18s	53.9s	77.7%	583.7 MB	905.3 MB	30.2 MB	7.4 KB
742	2f/83358f	164660	SUSIE_FINE_MAPPING (741)	COMPLETED	0	2022-01-12 15:25:12.455	40s	16.9s	43.5%	686.7 MB	1006.4 MB	40.3 MB	6.3 KB
757	f5/d79e40	164690	SUSIE_FINE_MAPPING (756)	COMPLETED	0	2022-01-12 15:25:27.556	25.2s	14.4s	75.9%	1.4 GB	1.8 GB	74 MB	6.3 KB
761	bd/beb351	164702	SUSIE_FINE_MAPPING (760)	COMPLETED	0	2022-01-12 15:25:33.762	23.1s	12.5s	65.6%	568.4 MB	886.3 MB	33.1 MB	9.7 KB
525	f2/03fc2e	164004	SUSIE_FINE_MAPPING (524)	COMPLETED	0	2022-01-12 15:20:43.618	5m 18s	4m 57s	89.2%	1.6 GB	2 GB	68.2 MB	12.2 KB
582	b5/f6d452	164148	SUSIE_FINE_MAPPING (581)	COMPLETED	0	2022-01-12 15:21:38.946	4m 23s	2m 8s	7.0%	1.1 GB	1.3 GB	51.1 MB	6.3 KB
727	85/1e9088	164630	SUSIE_FINE_MAPPING (726)	COMPLETED	0	2022-01-12 15:24:52.303	1m 10s	26.6s	47.6%	679.4 MB	870.8 MB	53.5 MB	6.3 KB
729	59/523b0c	164631	SUSIE_FINE_MAPPING (728)	COMPLETED	0	2022-01-12 15:24:52.504	1m 10s	23.4s	40.4%	605 MB	924.8 MB	37.5 MB	6.3 KB
734	ce/e7bb62	164641	SUSIE_FINE_MAPPING (733)	COMPLETED	0	2022-01-12 15:25:02.545	59.6s	24s	47.5%	583 MB	774.3 MB	39.8 MB	6.3 KB
745	0b/b7c891	164664	SUSIE_FINE_MAPPING (744)	COMPLETED	0	2022-01-12 15:25:15.052	47.1s	22.3s	63.5%	767 MB	1 GB	41.8 MB	6.3 KB
764	cf/4b0a58	164710	SUSIE_FINE_MAPPING (763)	COMPLETED	0	2022-01-12 15:25:38.505	23.8s	17.5s	74.1%	1000.4 MB	1.3 GB	57.5 MB	6.3 KB
767	79/5c5f48	164718	SUSIE_FINE_MAPPING (766)	COMPLETED	0	2022-01-12 15:25:47.722	14.6s	6.5s	70.8%	404.3 MB	594.9 MB	28.7 MB	6.3 KB
735	98/0632dc	164640	SUSIE_FINE_MAPPING (734)	COMPLETED	0	2022-01-12 15:25:00.101	1m 7s	29.6s	56.4%	1.3 GB	1.6 GB	78.5 MB	7.3 KB
751	d5/2cca0f	164678	SUSIE_FINE_MAPPING (750)	COMPLETED	0	2022-01-12 15:25:20.560	46.8s	31.3s	79.0%	1.4 GB	1.7 GB	65.4 MB	8.8 KB
756	ae/62bcd8	164689	SUSIE_FINE_MAPPING (755)	COMPLETED	0	2022-01-12 15:25:27.295	40.2s	17.8s	43.3%	475.4 MB	722 MB	46 MB	6.3 KB
766	47/fc2126	164717	SUSIE_FINE_MAPPING (765)	COMPLETED	0	2022-01-12 15:25:42.524	25.1s	12.4s	57.9%	619.1 MB	903.5 MB	43.4 MB	6.3 KB
712	ea/a8af15	164597	SUSIE_FINE_MAPPING (711)	COMPLETED	0	2022-01-12 15:24:33.773	1m 38s	1m 21s	85.5%	563.9 MB	885.8 MB	29.7 MB	7.7 KB
571	01/a72e24	164115	SUSIE_FINE_MAPPING (570)	COMPLETED	0	2022-01-12 15:21:27.205	4m 50s	2m	6.4%	765.3 MB	1.1 GB	45.7 MB	11.5 KB
577	8c/2a4c80	164134	SUSIE_FINE_MAPPING (576)	COMPLETED	0	2022-01-12 15:21:34.490	4m 43s	1m 58s	4.9%	214.7 MB	407.3 MB	40.4 MB	6.3 KB
741	aa/9fc36a	164656	SUSIE_FINE_MAPPING (740)	COMPLETED	0	2022-01-12 15:25:08.367	1m 9s	56.6s	79.1%	2 GB	2.4 GB	84.5 MB	8.9 KB
565	2b/76bec2	164088	SUSIE_FINE_MAPPING (564)	COMPLETED	0	2022-01-12 15:21:12.826	5m 9s	2m 4s	4.1%	214.6 MB	407.3 MB	25.8 MB	11.6 KB
576	97/2f5d83	164129	SUSIE_FINE_MAPPING (575)	COMPLETED	0	2022-01-12 15:21:32.713	4m 49s	2m 2s	7.9%	760.4 MB	954.3 MB	54 MB	6.3 KB
753	d4/b49951	164684	SUSIE_FINE_MAPPING (752)	COMPLETED	0	2022-01-12 15:25:22.827	1m 4s	48.2s	67.9%	1 GB	1.3 GB	55.3 MB	6.3 KB
779	26/839ea3	164745	SUSIE_FINE_MAPPING (778)	COMPLETED	0	2022-01-12 15:26:05.311	21.6s	13.9s	54.0%	539.1 MB	859.9 MB	36 MB	8.3 KB
775	ff/06df82	164738	SUSIE_FINE_MAPPING (774)	COMPLETED	0	2022-01-12 15:26:01.930	30.1s	15.8s	56.1%	612.9 MB	936.2 MB	49.7 MB	6.3 KB
778	8b/433a59	164743	SUSIE_FINE_MAPPING (777)	COMPLETED	0	2022-01-12 15:26:03.880	28.2s	13.1s	53.0%	644.6 MB	922.6 MB	46.7 MB	6.3 KB
562	f4/a7ad25	164083	SUSIE_FINE_MAPPING (561)	COMPLETED	0	2022-01-12 15:21:11.394	5m 25s	2m 5s	4.3%	482.5 MB	802.2 MB	28.6 MB	6.3 KB
569	72/270993	164105	SUSIE_FINE_MAPPING (568)	COMPLETED	0	2022-01-12 15:21:19.228	5m 18s	2m 12s	7.2%	648.6 MB	841 MB	47 MB	8 KB
768	93/4911b2	164721	SUSIE_FINE_MAPPING (767)	COMPLETED	0	2022-01-12 15:25:47.949	49.3s	28s	25.8%	602.2 MB	793.8 MB	38.7 MB	6.3 KB
578	e6/10fa6c	164140	SUSIE_FINE_MAPPING (577)	COMPLETED	0	2022-01-12 15:21:37.415	5m 5s	2m 13s	8.7%	1.2 GB	1.5 GB	65.3 MB	6.1 KB
776	7c/ab831a	164739	SUSIE_FINE_MAPPING (775)	COMPLETED	0	2022-01-12 15:26:02.466	40s	30.6s	68.1%	866.1 MB	1.2 GB	58.7 MB	9.4 KB
563	75/d70540	164082	SUSIE_FINE_MAPPING (562)	COMPLETED	0	2022-01-12 15:21:10.546	5m 36s	2m 9s	3.8%	215 MB	407.3 MB	28.5 MB	6.3 KB
732	5d/04d22d	164638	SUSIE_FINE_MAPPING (731)	COMPLETED	0	2022-01-12 15:24:58.411	1m 49s	1m 33s	84.5%	553.4 MB	875.3 MB	29.4 MB	15.1 KB
769	d7/25de9b	164722	SUSIE_FINE_MAPPING (768)	COMPLETED	0	2022-01-12 15:25:48.108	59.1s	36.5s	39.7%	649.3 MB	844.4 MB	44 MB	6.3 KB
770	27/c8978d	164724	SUSIE_FINE_MAPPING (769)	COMPLETED	0	2022-01-12 15:25:52.314	55.1s	34.9s	37.4%	647.5 MB	967.3 MB	38.9 MB	6.3 KB
772	1e/077459	164725	SUSIE_FINE_MAPPING (771)	COMPLETED	0	2022-01-12 15:25:52.986	54.7s	35.7s	37.9%	657.8 MB	910.9 MB	43.3 MB	6.3 KB
773	41/3f8b6c	164730	SUSIE_FINE_MAPPING (772)	COMPLETED	0	2022-01-12 15:25:54.140	53.8s	31.7s	50.5%	652.1 MB	979.4 MB	47.1 MB	6.4 KB
780	95/0370d2	164746	SUSIE_FINE_MAPPING (779)	COMPLETED	0	2022-01-12 15:26:06.319	41.7s	25s	58.3%	605.1 MB	927.6 MB	39.2 MB	6.7 KB
782	0d/f0dbde	164748	SUSIE_FINE_MAPPING (781)	COMPLETED	0	2022-01-12 15:26:07.404	40.8s	22.6s	57.9%	567.7 MB	836.2 MB	44.3 MB	6.3 KB
771	5c/6a044f	164728	SUSIE_FINE_MAPPING (770)	COMPLETED	0	2022-01-12 15:25:53.686	58.1s	38s	65.1%	1007.2 MB	1.3 GB	46.9 MB	12.1 KB
781	15/7b72ee	164747	SUSIE_FINE_MAPPING (780)	COMPLETED	0	2022-01-12 15:26:06.700	45.2s	25.4s	61.2%	658.5 MB	852.8 MB	44.5 MB	6.3 KB
794	b5/aaf5f1	164784	SUSIE_FINE_MAPPING (793)	COMPLETED	0	2022-01-12 15:26:27.568	24.6s	11s	44.7%	333.1 MB	523.9 MB	28.6 MB	6.3 KB
558	d5/21e598	164075	SUSIE_FINE_MAPPING (557)	COMPLETED	0	2022-01-12 15:21:07.859	5m 49s	2m 14s	6.2%	299.7 MB	492.2 MB	38.1 MB	6.2 KB
570	82/0b4474	164108	SUSIE_FINE_MAPPING (569)	COMPLETED	0	2022-01-12 15:21:22.128	5m 35s	2m 15s	5.1%	719.3 MB	1 GB	41.6 MB	6.3 KB
572	5b/5e4b86	164117	SUSIE_FINE_MAPPING (571)	COMPLETED	0	2022-01-12 15:21:27.557	5m 30s	2m 11s	5.6%	839.7 MB	1.1 GB	43.5 MB	6.3 KB
579	f2/2b9cdc	164142	SUSIE_FINE_MAPPING (578)	COMPLETED	0	2022-01-12 15:21:37.762	5m 19s	2m 18s	10.3%	768.9 MB	1.1 GB	46.2 MB	6.3 KB
774	de/93c4ef	164733	SUSIE_FINE_MAPPING (773)	COMPLETED	0	2022-01-12 15:25:57.482	1m	37.7s	58.8%	1.3 GB	1.5 GB	71.1 MB	6.3 KB
559	bf/b5a324	164074	SUSIE_FINE_MAPPING (558)	COMPLETED	0	2022-01-12 15:21:07.234	5m 55s	2m 24s	6.2%	626.1 MB	947.2 MB	39.8 MB	6.8 KB
560	d2/2ed954	164079	SUSIE_FINE_MAPPING (559)	COMPLETED	0	2022-01-12 15:21:10.212	5m 52s	2m 22s	10.2%	215 MB	407.3 MB	36.1 MB	6.7 KB
566	1e/bd3be6	164100	SUSIE_FINE_MAPPING (565)	COMPLETED	0	2022-01-12 15:21:18.281	5m 44s	2m 29s	9.8%	780.9 MB	1 GB	55.1 MB	6.3 KB
633	70/a672e8	164259	SUSIE_FINE_MAPPING (632)	COMPLETED	0	2022-01-12 15:22:33.628	4m 29s	2m 24s	4.8%	215.5 MB	407.3 MB	29.7 MB	9.3 KB
635	d5/436e36	164263	SUSIE_FINE_MAPPING (634)	COMPLETED	0	2022-01-12 15:22:35.319	4m 27s	2m 23s	4.2%	215.6 MB	407.3 MB	28.8 MB	7.2 KB
705	03/63f7d4	164579	SUSIE_FINE_MAPPING (704)	COMPLETED	0	2022-01-12 15:24:27.071	2m 36s	2m 21s	89.1%	1.2 GB	1.6 GB	50.6 MB	7.7 KB
749	18/e1b570	164673	SUSIE_FINE_MAPPING (748)	COMPLETED	0	2022-01-12 15:25:17.642	1m 45s	1m 3s	11.3%	544.2 MB	863.8 MB	35.7 MB	6.3 KB
765	14/2d269d	164716	SUSIE_FINE_MAPPING (764)	COMPLETED	0	2022-01-12 15:25:42.319	1m 21s	36.4s	14.2%	216.7 MB	407.3 MB	31 MB	7.6 KB
784	4a/6cc6ca	164749	SUSIE_FINE_MAPPING (783)	COMPLETED	0	2022-01-12 15:26:08.203	55.1s	33.1s	49.5%	1.1 GB	1.5 GB	53.2 MB	7.2 KB
795	3c/3ba7c8	164788	SUSIE_FINE_MAPPING (794)	COMPLETED	0	2022-01-12 15:26:32.360	31.1s	14.4s	66.3%	612.2 MB	937.8 MB	43.3 MB	6.3 KB
622	28/c9d2ef	164242	SUSIE_FINE_MAPPING (621)	COMPLETED	0	2022-01-12 15:22:25.568	4m 41s	3m 58s	76.2%	1.3 GB	1.7 GB	74.8 MB	11.6 KB
644	2d/53db5e	164292	SUSIE_FINE_MAPPING (643)	COMPLETED	0	2022-01-12 15:22:49.115	4m 18s	2m 24s	3.9%	452.1 MB	772.1 MB	28.3 MB	6.3 KB
625	fa/7a6dfe	164245	SUSIE_FINE_MAPPING (624)	COMPLETED	0	2022-01-12 15:22:27.503	4m 44s	4m 2s	75.6%	800.2 MB	1.1 GB	41.1 MB	6.8 KB
740	87/b02fe7	164653	SUSIE_FINE_MAPPING (739)	COMPLETED	0	2022-01-12 15:25:08.022	2m 4s	1m 44s	92.3%	927.6 MB	1.2 GB	42.4 MB	11.1 KB
759	ae/7ad88b	164698	SUSIE_FINE_MAPPING (758)	COMPLETED	0	2022-01-12 15:25:32.526	1m 40s	53.8s	26.1%	614 MB	834.3 MB	43.4 MB	7.3 KB
762	c9/12699a	164707	SUSIE_FINE_MAPPING (761)	COMPLETED	0	2022-01-12 15:25:37.416	1m 35s	44.2s	29.7%	748.1 MB	1 GB	41.8 MB	7.1 KB
783	17/1db784	164751	SUSIE_FINE_MAPPING (782)	COMPLETED	0	2022-01-12 15:26:08.919	1m 4s	41.4s	60.4%	416.1 MB	735.3 MB	29.4 MB	8.3 KB
786	ea/81d318	164755	SUSIE_FINE_MAPPING (785)	COMPLETED	0	2022-01-12 15:26:11.026	1m 2s	34.4s	32.3%	428.1 MB	670.3 MB	34 MB	8.4 KB
790	d4/0e4099	164775	SUSIE_FINE_MAPPING (789)	COMPLETED	0	2022-01-12 15:26:18.407	54.7s	27.2s	36.7%	430.1 MB	736.5 MB	30.6 MB	9.1 KB
792	39/bb70d9	164782	SUSIE_FINE_MAPPING (791)	COMPLETED	0	2022-01-12 15:26:22.900	50.4s	30.5s	38.7%	824.2 MB	1.1 GB	45.4 MB	6.3 KB
798	a9/3725c7	164792	SUSIE_FINE_MAPPING (797)	COMPLETED	0	2022-01-12 15:26:37.674	35.8s	20.2s	31.5%	127.1 MB	319 MB	27.3 MB	6.3 KB
